Type,Key,Summary,Resolution Date,Open,NEW!,Investigation,Ready for Refinement,On Hold,Waiting for Answer,In Progress,Code review,Ready for Testing,In Testing,Pending,Canceled,Done,,,,,,
,PAYLYNX-595,EXP: Upload document,,10055.48h,,,,,,,,,,,,,,,,,,
Spike,PAYLYNX-593,Legacy migration for internal Payments agreements,8/5/25,3505.43h,,,,,,,26.65h,95.17h,18.90h,,,,,,,6410.17h,,
Spike,PAYLYNX-592,Container service changes,,816.08h,,,,,,,,,,,,,,,,,9240.90h,
,PAYLYNX-591,Update certificate for: test-exp-mbbl-customer.w863.sb,3/24/25,25.98h,,,,,,,333.65h,0.23h,7.82h,64.63h,,,,,,9625.75h,,
,PAYLYNX-590,ID: AVALON,,,0.15h,,,,,,,,,,,,,,,,10076.73h,
,PAYLYNX-589,UI automatic tests for playground,3/11/25,0.00h,,,,,,,137.90h,,,,,,,,,9939.52h,,
,PAYLYNX-588,VK_MAC Error for LT Merchant RSDAUTO,,,2.25h,,,,,,,,,,18.85h,,,,,10057.90h,,
,PAYLYNX-587,Crate description of the change for Interactive demo,,670.00h,,,,,,,,,,,,,,,,,9409.23h,
,PAYLYNX-586,"Investigate adding of additional field ""ID code"" to Mobile flow endpoint",7/23/25,413.12h,,,,,,,282.82h,4.12h,1.00h,21.58h,,2612.35h,,,,6720.33h,,
Production bug,PAYLYNX-585,"https://pi.swedbank.com/ , Swedbank logo redirects us to Swedbank Sweden",,43.37h,,,,,,,2.28h,3.25h,15.65h,0.00h,,,,,,10034.97h,,
,PAYLYNX-584,Core: Create control option to restrict app capture for Swed payment on agreement level,,10102.43h,,,,,,,,,,,,,,,,,,
,PAYLYNX-583,Testing: Check cross-border Swedbank payment after 12th June,6/26/25,2260.57h,,,,,,,175.17h,17.92h,0.77h,283.75h,,,,,,7365.00h,,
Production bug,PAYLYNX-582,CORE Missing db check,4/11/25,493.88h,,,,,,,190.87h,49.38h,5.35h,190.92h,,,,,,9189.93h,,
,PAYLYNX-581,STAR: skip validation when agreement gets 'close' status -REL282,9/17/25,4578.62h,,,,,,,26.85h,19.88h,75.22h,49.28h,,,,,,5372.98h,,
,PAYLYNX-580,closing ID,,,17.47h,,,,,,,,,,,,,,,10106.38h,,
,PAYLYNX-579,STAR: add SGW agreement number editing in MBBL agreement in STAR ,3/13/25,0.00h,,,,,,,194.58h,23.17h,0.32h,26.38h,,,,,,9882.10h,,
,PAYLYNX-578,Fix manually calculated fees for LV merchant LMT,,,1.05h,,,,,,,,,,,,,,,10126.00h,,
Production bug,PAYLYNX-577,Missing reports,3/24/25,98.00h,,,,,,,340.87h,70.42h,0.10h,0.35h,,,,,,9619.37h,,
Production bug,PAYLYNX-576,CORE: API V2/V3 Packet not found code,3/25/25,0.00h,,,,,,,6.90h,17.03h,77.05h,19.42h,,474.68h,,,,9601.98h,,
Production bug,PAYLYNX-575,Ibank API V2/V3 Packet not found code,3/2/25,0.00h,,,,,,,0.58h,56.03h,,,,,,,,10140.50h,,
,PAYLYNX-574,CORE: simplify logic for accountless flow,4/9/25,625.05h,,,,,,,286.38h,,47.68h,,,,,,,9238.80h,,
,PAYLYNX-573,Transaction report for LT Merchant,,,0.00h,74.65h,,,,,,,,,,,,,,,10127.75h,
,PAYLYNX-572,Report of Open Query Merchant,,,20.43h,0.00h,,,,,,,,,,,,,,10201.48h,,
Production bug,PAYLYNX-571,Swagger in tryout mode,2/28/25,0.00h,,,,,,,0.27h,0.00h,21.87h,,,,,,,10201.28h,,
,PAYLYNX-570,Add support email control to MBBL console,4/17/25,806.70h,,,,,,,168.27h,192.67h,2.20h,25.58h,,,,,,9046.87h,,
,PAYLYNX-568,MBBL agreement printing to pdf template adjustment in LT,2/28/25,18.78h,0.33h,0.00h,,,,,21.70h,0.00h,0.23h,0.90h,0.00h,,,,,10200.80h,,
,PAYLYNX-567,MBBL sandbox improvements,3/4/25,4.77h,,,,,,,112.07h,0.02h,7.90h,17.33h,,,,,,10105.48h,,
Production bug,PAYLYNX-566,Failing UI tests,2/27/25,20.55h,,,,,,,2.55h,22.95h,,,,,,,,10223.73h,,
,PAYLYNX-565,Add additional payment data validation explanations to API swagger,5/30/25,2153.75h,,,,,,,120.72h,36.32h,15.47h,21.43h,,,,,,8017.48h,,
,PAYLYNX-564,ID:ENERGIA3,,,0.53h,1.17h,,,,,,,,,405.87h,,,,,9959.90h,,
,PAYLYNX-563,Problem with banklink Merchant with id ELECTRO_BASE,,,0.22h,0.27h,,,,,,,,,,,,,,,10386.57h,
,PAYLYNX-562,EXP Playground instructions for usage with screenshots,3/5/25,0.22h,,,,,,,308.03h,,5.40h,0.20h,,,,,,10075.63h,,
,PAYLYNX-561,PIS pilot switching to EE agreements,,,18.75h,3.75h,,,,,,,,,286.78h,,,,,10103.07h,,
,PAYLYNX-559,Warden: Payment Initiation using SGW,5/6/25,869.57h,,,,,,,693.43h,238.87h,23.37h,6.60h,,,,,,8584.25h,,
,PAYLYNX-558,<9> Create new endpoint in MB Core application for creating refund through SGW,3/25/25,216.88h,,,,,,,341.80h,240.67h,21.37h,1.72h,,,,,,9593.82h,,
,PAYLYNX-557,LT key generator manual,3/7/25,316.98h,,,,,,,6.52h,23.57h,20.18h,17.00h,,,,,,10034.23h,,
Production bug,PAYLYNX-556,CORE Vulnerability CVUL0068588 Netty <4.1.118.Final,2/19/25,0.00h,,,,,,,0.12h,13.88h,,,,,,,,10417.47h,,
Production bug,PAYLYNX-555,EXP: API V2/V3 Packet not found code,,232.65h,,,,,,,2.28h,0.57h,1.12h,68.00h,,,,,,10127.38h,,
,PAYLYNX-554,AB LIETUVOS DRAUDIMAS (110051834) not getting response when enterprises try to connect,,,0.30h,21.83h,,,,,,,,,312.33h,,,,,10102.92h,,
,PAYLYNX-553,Rīgas namu pārvaldnieks,,,0.60h,70.33h,,,,,,,,,408.48h,,,,,9959.90h,,
,PAYLYNX-552,DPD LATVIJA SIA,,,0.17h,70.85h,,,,,,,,,408.47h,,,,,9959.90h,,
,PAYLYNX-551,ID:MREE_ILMANDU_IN,,,0.38h,5.33h,,,,,,,,,1.63h,,,,,10458.60h,,
,PAYLYNX-550,MB Core: add new flag to agreements to skip fee/settlement account owner validation in STAR,,10534.55h,,,,,,,,,,,,,,,,,,
Production bug,PAYLYNX-549,Citadele double authentification,3/12/25,144.47h,,,,,,,3.67h,,,,,478.13h,,,,9911.60h,,
,PAYLYNX-548,Test,,,0.00h,,,,,,,,,,,,,,,10555.70h,,
,PAYLYNX-547,Test afsdfsdf,,,0.00h,0.00h,,,,,,,,,0.00h,,,,,10555.77h,,
,PAYLYNX-546,Test,,,0.03h,,,,,,,,,,0.00h,,,,,10555.75h,,
,PAYLYNX-545,Test2,,,0.00h,0.00h,,,,,,,,,0.02h,,,,,10555.80h,,
,PAYLYNX-544,Test,,,0.00h,0.00h,,,,,,,,,0.00h,,,,,10555.90h,,
,PAYLYNX-543,ID: EMART,,,1.72h,0.38h,,,,,,,,,,,,,,10554.37h,,
,PAYLYNX-542,Add Coop to all EE Corporate MR agreements,2/14/25,0.70h,,,,,,,19.97h,,,,,,,,,10536.42h,,
,PAYLYNX-541,Replace mailinglist _GDLOnyxPayLynxOncall@swedbank.ee to _gdl.paylynx@swedbank.ee,2/13/25,0.00h,,,,,,,0.77h,,,,,,,,,10557.92h,,
,PAYLYNX-540,EXP: Replace assetlinks.json file for Mobile flow,2/14/25,0.00h,,,,,,,0.07h,18.48h,22.53h,0.00h,,,,,,10537.25h,,
,PAYLYNX-539,Tidy Remove legacy Banklink usages,2/14/25,17.18h,,,,,,,1.02h,23.03h,1.15h,3.60h,,,,,,10532.50h,,
,PAYLYNX-538,notification URL,2/12/25,0.00h,0.92h,0.00h,,,,,,,,,0.00h,,,,,10581.37h,,
,PAYLYNX-537,(placeholder)Interactive DEMO,2/26/25,335.28h,,,,,,,,,,,,,,,,10247.95h,,
,PAYLYNX-536,EXP: MBBL menu burger not visible in mobile view,,5.12h,,,,,,,0.00h,17.60h,0.87h,18.52h,,,,,,10561.22h,,
,PAYLYNX-535,ID: RIIGIL,2/11/25,,0.60h,,,,,,,,,,,,,,,10603.73h,,
,PAYLYNX-534,EXP Use new login service links,2/21/25,23.98h,,,,,,,186.93h,4.70h,0.88h,18.48h,,,,,,10369.53h,,
,PAYLYNX-533,Debited commission for January does not match the transaction report Merchant ID: RNP,,,67.58h,,,,,,,,,,,,,,,10537.98h,,
,PAYLYNX-532,ID:MARKIT1,2/11/25,,0.08h,,,,,,,,,,,,,,,10605.52h,,
,PAYLYNX-531,Debited commission for January does not match the transaction report Merchant ID: RNP,,0.22h,,,,,,,,,,,,,,,,,10605.62h,
,PAYLYNX-530,ID: ZEBRA,2/11/25,,0.60h,,,,,,,,,,,,,,,10605.73h,,
,PAYLYNX-529,LHV canceled payment,7/21/25,,23.52h,,,,,,,,,,3816.17h,,,,,6746.07h,,
,PAYLYNX-528,ID:CARGOBUS,2/11/25,,17.80h,,,,,,,,,,,,,,,10610.05h,,
,PAYLYNX-527,ID:STULI,2/12/25,,47.27h,,,,,,,,,,,,,,,10581.95h,,
,PAYLYNX-526,Add contact form link in content section of support page,,,5.67h,,,,,,,,,,19.98h,,,,,10605.37h,,
,PAYLYNX-525,Fix link to logo guidlines in LV support page,2/11/25,,0.10h,6.65h,,,,,,,,,13.88h,,,,,10610.55h,,
,PAYLYNX-524,iBank-banklink: Increase auto-redirection time to better suite accessibility needs,2/14/25,4.93h,,,,,,,88.23h,4.12h,0.00h,70.43h,,,,,,10534.87h,,
,PAYLYNX-523,Create/Fix UI tests for auto-redirection timeout,2/13/25,0.00h,,,,,,,99.25h,22.08h,18.12h,5.32h,,,,,,10557.85h,,
,PAYLYNX-522,CORE/EXP initial sandbox configuration,2/26/25,71.02h,,,,,,,200.50h,44.40h,91.68h,46.62h,,,,,,10248.88h,,
,PAYLYNX-521,"Refund, create a new table for refund transactions",2/26/25,0.00h,,,,,,,260.90h,10.67h,76.20h,109.55h,,,,,,10247.98h,,
,PAYLYNX-520,ID: PAKIVEDU,,,594.57h,0.12h,,,,,,,,,,,,,,10127.82h,,
,PAYLYNX-519,ID:PAKIVEDU,,,2.77h,0.00h,,,,,,,,,0.00h,,,,,10725.62h,,
,PAYLYNX-518,Test,,,0.00h,0.00h,,,,,,,,,0.00h,,,,,10746.23h,,
,PAYLYNX-517,WORKER -onboard to NC,2/7/25,6.60h,,,,,,,2.17h,35.45h,0.15h,,,,,,,10705.22h,,
,PAYLYNX-516,Create a standard Service Request form in PayLynx inquiry board,3/12/25,620.63h,,,,,,,95.82h,123.08h,0.00h,,,,,,,9911.75h,,
Spike,PAYLYNX-515,Investigate opportunity to introduce Double signing flow in MBBL payments,,10751.53h,,,,,,,,,,,,,,,,,,
,PAYLYNX-514,läbi Maksekeskuse AML probleemid läbi Swedbanki,,,9.30h,,,,,,,,,,,,,,,,10763.35h,
Production bug,PAYLYNX-513,MB CORE add header to redirect options,2/5/25,0.00h,,,,,,,3.98h,0.00h,0.35h,21.47h,,,,,,10749.12h,,
,PAYLYNX-512,ID: PAKIVEDU,,,0.17h,0.00h,,,,,,,,,0.00h,,,,,10795.45h,,
,PAYLYNX-511,Bank to Merchant URL (VK_RETURN),,,0.32h,0.05h,,,,,,,,,0.00h,,,,,10795.38h,,
,PAYLYNX-510,Test,,,0.00h,0.03h,,,,,,,,,0.00h,,,,,10799.40h,,
Production bug,PAYLYNX-509,"Monthly reports , missing LV PAYMENT",2/6/25,33.33h,,,,,,,9.73h,33.02h,0.32h,1.20h,,,,,,10723.77h,,
,PAYLYNX-508,MB-EXP API V3 add labels for FAILED status reason,5/6/25,1964.78h,,,,,,,289.55h,23.12h,4.33h,6.08h,,,,,,8579.37h,,
,PAYLYNX-507,Performance test: Start using newer version of Gradle,2/14/25,359.67h,,,,,,,0.00h,,0.00h,,,,,,,10532.52h,,
,PAYLYNX-506,Córe: Update Certificate for prod-core-multibank-banklink.w863.sb,2/5/25,0.00h,,,,,,,25.97h,0.00h,119.70h,,,,,,,10749.12h,,
,PAYLYNX-505,ID: TALLINN2,,,0.30h,24.43h,,,,,,,,,71.27h,,,,,10799.42h,,
Production bug,PAYLYNX-504,MerchantId suggester ran out of suggestions,2/3/25,3.02h,,,,,,,0.10h,25.97h,1.37h,66.00h,,,,,,10801.57h,,
,PAYLYNX-503,AD: Get Tidy and SkyVault approvals,3/12/25,46.95h,,,,,,,961.50h,,0.00h,,,,,,,9911.70h,,
,PAYLYNX-502,MBCORE: Add possibility to close agreements in console page,2/4/25,101.03h,,,,,,,7.88h,63.70h,0.00h,24.57h,,,,,,10770.65h,,
,PAYLYNX-501,Accidental dependency creates False positive vulnerability report,1/29/25,0.00h,,,,,,,48.13h,,,,,,,,,10920.55h,,
Spike,PAYLYNX-500,DORA preparations,,1873.00h,,,,,,,,,,,,,,,,,9097.03h,
Spike,PAYLYNX-499,Preparation for PI:2:2025,,2119.10h,,,,,,,,,,,,,,,,,8851.00h,
Spike,PAYLYNX-498,Sandbox preparations,,551.93h,,,,,,,,,,,,,,,,,10418.17h,
,PAYLYNX-497,Closing inactive Merchants,3/19/25,1247.77h,,,,,,,31.23h,0.00h,17.38h,,,,,,,9745.32h,,
,PAYLYNX-496,PARKING,2/3/25,,0.12h,0.48h,,,,,,,,,257.13h,,,,,10801.37h,,
,PAYLYNX-495,Core/Exp: Create control option to restrict usage of payment query in v008 - before June 2025,5/30/25,2828.48h,,,,,,,168.87h,2.55h,18.97h,21.98h,,,,,,8018.78h,,
,PAYLYNX-494,ID:LIGHTCONCEPT,2/10/25,,21.08h,25.78h,,,,,,,,,402.62h,,,,,10632.72h,,
,PAYLYNX-493,MB CORE missing check for API payments reference,1/29/25,0.00h,,,,,,,1.43h,115.18h,0.00h,44.00h,,,,,,10922.13h,,
Production bug,PAYLYNX-492,Improve label in swagger,1/23/25,0.00h,,,,,,,0.68h,16.45h,0.55h,0.15h,,,,,,11065.90h,,
,PAYLYNX-491,what version client using (008/009)?,1/22/25,,0.63h,,,,,,,,,,,,,,,11084.75h,,
,PAYLYNX-490,autentimine,1/22/25,,0.40h,,,,,,,,,,,,,,,11087.00h,,
,PAYLYNX-489,ID: LIGHTCONCEPT,1/22/25,,0.93h,,,,,,,,,,,,,,,11087.15h,,
,PAYLYNX-488,how to generate step by step new certificate,1/22/25,,2.28h,1.57h,,,,,,,,,,,,,,11085.63h,,
Production bug,PAYLYNX-487,"Reference number validation , multilinks , errors , LV/LT",,0.23h,,,,,,,6.75h,16.88h,0.00h,0.00h,,,,,,11082.80h,,
,PAYLYNX-486,Client cant make payment,1/22/25,,0.28h,19.15h,,,,,,,,,,,,,,11088.12h,,
,PAYLYNX-485,"Monthly reports , unexpected error",1/22/25,26.28h,,,,,,,0.35h,,,,,,,,,11082.83h,,
,PAYLYNX-484,Test OpenBanking fix for reading user settings for default account,5/14/25,2565.13h,,,,,,,0.00h,0.07h,0.00h,145.13h,,,,,,8399.17h,,
,PAYLYNX-483,Update report for Migration,1/26/25,2.38h,,,,,,,117.47h,,,,,,,,,10990.77h,,
,PAYLYNX-482,Swagger UI API repsonse verification,1/24/25,,1.45h,94.62h,,,,,,,,,0.02h,,,,,11036.03h,,
,PAYLYNX-481,Ordering rights for deletion of data,2/12/25,273.85h,,,,,,,115.72h,159.70h,0.00h,,,,,,,10583.50h,,
,PAYLYNX-480,Log in with issues on account selector,4/9/25,552.77h,,,,,,,,,,,,1338.35h,,,,9241.78h,,
,PAYLYNX-479,009/API,1/20/25,,0.13h,,,,,,,,,,,,,,,11133.47h,,
,PAYLYNX-478,Swedbank intrabank payment old flow,2/26/25,668.92h,,,,,,,169.83h,,,,,46.20h,,,,10249.27h,,
,PAYLYNX-477,Payment request landing page,,0.87h,,,,,,,,,,,,,,,,,11133.37h,
,PAYLYNX-476,Language selector issue,2/12/25,554.12h,,,,,,,,,,,,,,,,10580.17h,,
,PAYLYNX-475,BL Authentication flow 3005 packet,4/9/25,554.17h,,,,,,,,,,,,1338.38h,,,,9241.77h,,
,PAYLYNX-474,Back to merchant counter changes,,0.87h,,,,,,,,,,,,,,,,,11133.50h,
,PAYLYNX-473,Update documents and upload to ibank Support page,2/13/25,361.83h,,,,,,,212.60h,0.33h,2.67h,0.97h,,,,,,10556.00h,,
,PAYLYNX-472,ID: ALVADI,1/23/25,,71.95h,,,,,,,,,,,,,,,11063.60h,,
,PAYLYNX-471,Support Migration PI:1:2025 Sprint 1,,23.13h,,,,,,,,,,,,,,,,,11113.43h,
,PAYLYNX-470,Testing and verification of service after Skyvault,,26.15h,,,,,,,,,,,,,,,,,11110.55h,
,PAYLYNX-469,Life-cycle activities for PI:1:Sprint5,,1420.37h,,,,,,,,,,,,,,,,,9716.40h,
,PAYLYNX-468,Life-cycle activities for PI:1:Sprint4,3/11/25,1199.75h,,,,,,,,,,,,,,,,25.98h,9911.02h,
,PAYLYNX-467,Life-cycle activities for PI:1:Sprint3,3/5/25,1056.28h,,,,,,,,,,,,,,,,10080.48h,,
,PAYLYNX-466,Life-cycle activities for PI:1:Sprint2,,912.48h,,,,,,,,,,,,,,,,,10224.32h,
,PAYLYNX-465,Life-cycle activities for PI:1:Sprint1,2/19/25,718.77h,,,,,,,,,,,,,,,,10418.03h,,
,PAYLYNX-464,ID:LIBPLANET,2/3/25,,0.92h,218.67h,,,,,,,,,122.27h,,,,,10795.92h,,
Production bug,PAYLYNX-463,MB CORE reference size too long,1/22/25,73.57h,,,,,,,0.70h,15.72h,2.52h,26.47h,,,,,,11084.10h,,
Production bug,PAYLYNX-462,MB CORE name unmatch,1/20/25,72.65h,,,,,,,0.80h,,,,,,,,,11129.65h,,
,PAYLYNX-461,ID:SLOWGOODS,1/17/25,,1.48h,,,,,,,,,,,,,,,11202.43h,,
,PAYLYNX-460,milline versioon on kasutusel kas 00 või 009?,1/17/25,,0.07h,7.15h,,,,,,,,,14.82h,,,,,11208.37h,,
,PAYLYNX-459,Eservices taxboard leftovers,1/17/25,0.00h,,,,,,,17.82h,0.00h,1.80h,22.08h,,,,,,11209.42h,,
,PAYLYNX-458,"Report reached max size of rows 1,048,576 in excel",1/21/25,18.45h,,,,,,,29.47h,68.98h,21.78h,3.62h,,,,,,11109.47h,,
,PAYLYNX-457,"Errors in REL268, eservices",,1.82h,,,,,,,,,,41.97h,,,,,,11210.10h,,
,PAYLYNX-456,ApiV3 Exp: add details to the status response for Failed payments,1/29/25,0.32h,,,,,,,145.80h,139.12h,0.77h,47.97h,,,,,,10921.30h,,
,PAYLYNX-455,ID: UUSLI,,,3.20h,0.00h,,,,,,,,,,,,,,,11252.27h,
,PAYLYNX-454,"Auth packets , incorrect signature",,6119.83h,,,,,,,5162.03h,,,,,,,,,,,
,PAYLYNX-453,Plugin tests and verification with latest open-source,1/21/25,26.72h,,,,,,,22.08h,0.98h,89.67h,29.62h,,4.43h,,,,11108.17h,,
,PAYLYNX-452,ID: ETK,1/14/25,,18.07h,0.08h,,,,,,,,,,,,,,11280.77h,,
,PAYLYNX-451,Mask,,,0.15h,,,,,,,,,,17.93h,,,,,,11280.85h,
,PAYLYNX-450,ERGO LIFE INSURANCE SE LATVIJAS FILIĀLE,1/23/25,,18.12h,0.12h,,,,,,,,,224.05h,,,,,11057.02h,,
Production bug,PAYLYNX-449,MB CORE remove MOBILE from agreement summary,1/14/25,0.00h,,,,,,,1.53h,22.33h,0.02h,4.65h,,,,,,11274.55h,,
Production bug,PAYLYNX-448,MB-CORE missing control for reference 731,1/14/25,2.65h,,,,,,,21.43h,4.95h,0.17h,0.15h,,,,,,11274.80h,,
,PAYLYNX-447,Testing task https://jira.swedbank.net/browse/AI-651,1/14/25,23.12h,,,,,,,0.00h,0.00h,0.33h,5.48h,,,,,,11276.12h,,
,PAYLYNX-446,Refund tasks testing - PI:5 Sprint 5,1/29/25,385.42h,,,,,,,,,,,,,,,,10920.47h,,
Spike,PAYLYNX-445,Skyvault,,54.58h,,,,,,,,,,,,,,,,,11251.35h,
Production bug,PAYLYNX-444,Legacy ref number limit,1/14/25,0.00h,,,,,,,67.60h,5.82h,0.42h,21.87h,,,,,,11275.13h,,
Production bug,PAYLYNX-443,MB CORE + MB EXP latvian locale from multilink mobile request,,66.93h,,,,,,,11306.02h,,,,,,,,,,,
Production bug,PAYLYNX-442,MB CORE LV transaction report is too big,,1.82h,,,,,,,68.63h,23.43h,0.00h,27.40h,,,,,,11251.78h,,
,PAYLYNX-441,ID:CRAZYDAYS,1/13/25,,72.38h,0.00h,,,,,,,,,0.13h,,,,,11303.25h,,
,PAYLYNX-440,millal viimati kasutati neid ID-d?,1/13/25,,1.35h,0.28h,,,,,,,,,91.88h,,,,,11303.25h,,
,PAYLYNX-439,Merchant ID: BALTICUM,1/13/25,,1.08h,2.05h,,,,,,,,,94.05h,,,,,11303.13h,,
,PAYLYNX-438,sulgeda ID-d,1/13/25,,0.13h,4.00h,,,,,,,,,94.18h,,,,,11303.23h,,
,PAYLYNX-437,ID: ECKERO1,1/14/25,,16.77h,98.30h,,,,,,,,,23.43h,,,,,11279.68h,,
,PAYLYNX-436,ID: UUSLI,1/13/25,,0.33h,20.57h,,,,,,,,,96.10h,,,,,11303.13h,,
,PAYLYNX-435,ID:SOSLASTE; ID:SOSKYLA,1/13/25,,0.02h,2.15h,,,,,,,,,115.30h,,,,,11303.22h,,
,PAYLYNX-434,ID: TELETORN,1/13/25,,0.15h,3.35h,,,,,,,,,115.32h,,,,,11303.22h,,
,PAYLYNX-433,ID:TALLPARK,,,0.68h,2.00h,,,,,,,,,,,,,,,11420.22h,
,PAYLYNX-432,Develop form for migration support,2/10/25,170.70h,,,,,,,541.17h,12.72h,1.05h,65.73h,,,,,,10634.27h,,
,PAYLYNX-431,MBBL in ibank: update agreement functionality availability view,2/3/25,573.10h,,,,,,,1.12h,55.22h,9.47h,0.42h,,,,,,10801.72h,,
,PAYLYNX-430,API V3 add transaction ID to status Response structure,,354.40h,,,,,,,,,,,,,,,,,11087.47h,
,PAYLYNX-429,ID: ZEBRA,1/13/25,,0.90h,0.10h,,,,,,,,,137.68h,,,,,11303.20h,,
,PAYLYNX-428,ApiV3 Core: add details to the status response for Failed payments,1/29/25,187.72h,,,,,,,124.37h,47.40h,16.83h,144.28h,,,,,,10922.05h,,
,PAYLYNX-427,Worker: Party MDM start listening MDM party changes,10/8/25,6243.88h,,,,,,,129.13h,23.95h,72.85h,98.98h,,,,,,4874.58h,,
,PAYLYNX-426,API v3 endToEndIdentification check,2/7/25,209.65h,,,,,,,434.75h,69.30h,24.30h,6.65h,,,,,,10698.83h,,
,PAYLYNX-425,ID: POLITSEI ID: HOIATUS ID: RELVATL,1/13/25,,0.38h,1.43h,,,,,,,,,139.23h,,,,,11303.18h,,
,PAYLYNX-424,Remove closed accounts from live tests,1/7/25,0.00h,,,,,,,1.22h,0.00h,0.00h,,,,,,,11445.83h,,
,PAYLYNX-423,Merchant ID BPARADIZE,1/13/25,,2.53h,45.30h,,,,,,,,,96.08h,,,,,11303.15h,,
,PAYLYNX-422,ID: ALVADI,1/13/25,,21.40h,0.00h,,,,,,,,,145.73h,,,,,11303.17h,,
Production bug,PAYLYNX-421,"Fix v2 public swagger issue , SETTLED status should not be visible",,0.00h,,,,,,,101.13h,67.23h,0.68h,1.88h,,,,,,11302.75h,,
,PAYLYNX-420,ID: GREEKF,1/7/25,,3.70h,0.23h,,,,,,,,,94.50h,,,,,11442.88h,,
,PAYLYNX-419,ID:ZRN,1/22/25,,1.57h,,,,,,,,,,454.85h,,,,,11085.55h,,
Production bug,PAYLYNX-418,Missing transaction report LV/LT,1/3/25,0.57h,,,,,,,6.25h,16.12h,2.40h,0.05h,,,,,,11542.87h,,
,PAYLYNX-417,MBEXP -unknown error,1/9/25,0.50h,,,,,,,164.07h,26.98h,0.00h,47.97h,,,,,,11396.08h,,
,PAYLYNX-416,Paylynx terminal server,4/9/25,960.55h,,,,,,,448.75h,,,,,1055.75h,,,,9241.77h,,
,PAYLYNX-415,EXP: Increase auto-redirection time to better suite accessibility needs,2/7/25,905.85h,,,,,,,77.47h,0.00h,19.00h,0.87h,,0.07h,,,,10704.67h,,
,PAYLYNX-414,MBBL Reporting: split weekly trx reports by agreement types,,11708.20h,,,,,,,,,,,,,,,,,,
,PAYLYNX-413,Failing UI tests,1/2/25,0.00h,,,,,,,70.67h,,2.50h,67.70h,,,,,,11568.80h,,
Production bug,PAYLYNX-412,MBEXP unable to return to merchant/double payment,,0.00h,,,,,,,2.02h,0.02h,0.00h,0.00h,,,,,,11875.40h,,
,PAYLYNX-411,ID:DIRETRANSPORDI,1/13/25,,166.73h,312.83h,,,,,,,,,96.05h,,,,,11303.18h,,
,PAYLYNX-410,MBBL: update our wiki related to mbbl service,2/28/25,1465.15h,,,,,,,233.57h,0.90h,,,,,,,,10200.80h,,
,PAYLYNX-408,ID:ARK,1/13/25,,0.48h,1.75h,,,,,,,,,598.60h,,,,,11303.17h,,
,PAYLYNX-407,What service version is using these merchants?,,3510.13h,,,,,,,,,,,,,,,,,8394.47h,
,PAYLYNX-409,Merchant: SAMAR2,12/27/24,,2.93h,2.90h,,,,,,,,,195.25h,,,,,11705.30h,,
,PAYLYNX-406,"Since yesterday, every 10 minutes a payment confirmation for the completed payment is received on our server",1/7/25,,16.33h,2.18h,,,,,,,,,454.65h,,,,,11448.88h,,
,PAYLYNX-405,Test NC mTLS with (Dev and Test),1/3/25,359.62h,,,,,,,0.00h,,0.00h,25.80h,,,,,,11542.92h,,
,PAYLYNX-404,MBBL weekly trx reports - add new recipients,12/27/24,,1.93h,241.23h,,,,,,,,,0.03h,,,,,11705.63h,,
,PAYLYNX-401,ID:TTJA,12/27/24,,17.30h,2.77h,,,,,,,,,245.37h,,,,,11705.27h,,
,PAYLYNX-400,ID:SEXMAX,12/18/24,,1.05h,0.00h,,,,,,,,,42.70h,,,,,11929.40h,,
,PAYLYNX-399,Payment issues on Tallink,12/13/24,,6.83h,0.00h,,,,,,,,,,,,,,12039.72h,,
,PAYLYNX-398,ID:KOOLISA,12/13/24,,4.88h,1.27h,,,,,,,,,,,,,,12043.38h,,
Production bug,PAYLYNX-397,MB CORE support console missing userid,1/10/25,140.48h,,,,,,,388.72h,71.33h,0.45h,91.03h,,,,,,11377.38h,,
Production bug,PAYLYNX-396,"Often errors in logs, Broken pipe (from customer it might be visible as techError) appears ~ from 22.11.2024, appears every hour ~..: 41 min",1/14/25,3.00h,,,,,,,0.00h,,,44.90h,,740.23h,,,,11281.38h,,
,PAYLYNX-395,"Enable Operations center as a 1st line of support ,monitoring ,alerts",12/12/24,0.00h,,,,,,,0.03h,0.58h,0.00h,,,,,,,12073.02h,,
,PAYLYNX-403,MBBL agreements switch of Swedbank flow to OB - January,1/14/25,619.97h,,,,,,,189.73h,,0.53h,,,,,,,11279.13h,,
,PAYLYNX-394,payments double,12/13/24,,18.87h,31.73h,,,,,,,,,,,,,,12039.52h,,
,PAYLYNX-393,ID:GLAMLAC,12/11/24,,1.93h,0.00h,,,,,,,,,,,,,,12091.07h,,
,PAYLYNX-392,Regressions- failing UI tests,,0.00h,,,,,,,0.25h,1.90h,0.02h,19.40h,,,,,,12074.07h,,
,PAYLYNX-391,Delete all EI/IP type agreements in LT and EE,8/12/25,5667.45h,,,,,,,192.95h,,0.42h,0.70h,,,,,,6235.05h,,
,PAYLYNX-390,the number of failed transactions is 18%,12/11/24,,0.08h,0.97h,,,,,,,,,1.53h,,,,,12094.20h,,
,PAYLYNX-389,NC mtls,12/12/24,0.05h,,,,,,,6.02h,,19.33h,22.17h,,0.00h,,,,12072.90h,,
,PAYLYNX-388,changes to notification dispatcher (start using mTLS),,24.25h,,,,,,,,,,,,,,,,,12096.40h,
